img1,img2,label
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_277.bmp,./NormalizedFace/ClientNormalized/0007/0007_01_05_03_182.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_00_02_3.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_02_03_0.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_224.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_01_440.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_00_01_474.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_02_03_279.bmp,0
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_116.bmp,./NormalizedFace/ClientNormalized/0003/0003_01_00_01_226.bmp,1
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_318.bmp,./NormalizedFace/ImposterNormalized/0001/0001_00_04_03_462.bmp,0
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_223.bmp,./NormalizedFace/ClientNormalized/0008/0008_00_00_02_318.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_69.bmp,./NormalizedFace/ClientNormalized/0002/0002_01_00_01_331.bmp,1
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_314.bmp,./NormalizedFace/ImposterNormalized/0008/0008_00_08_03_304.bmp,0
./NormalizedFace/ClientNormalized/0006/0006_00_06_03_95.bmp,./NormalizedFace/ClientNormalized/0006/0006_00_00_01_42.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_484.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_03_03_201.bmp,0
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_186.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_02_03_0.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_67.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_02_228.bmp,1
./NormalizedFace/ClientNormalized/0007/0007_00_00_01_127.bmp,./NormalizedFace/ClientNormalized/0007/0007_01_05_03_309.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_200.bmp,./NormalizedFace/ImposterNormalized/0002/0002_01_02_03_59.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_170.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_01_239.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_43.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_04_03_8.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_164.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_00_01_496.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_403.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_01_03_206.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_02_217.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_01_440.bmp,1
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_17.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_00_01_464.bmp,0
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_421.bmp,./NormalizedFace/ClientNormalized/0003/0003_01_00_01_483.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_29.bmp,./NormalizedFace/ClientNormalized/0004/0004_01_06_03_312.bmp,1
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_68.bmp,./NormalizedFace/ClientNormalized/0008/0008_00_00_02_155.bmp,1
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_15.bmp,./NormalizedFace/ImposterNormalized/0003/0003_01_02_03_256.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_02_300.bmp,./NormalizedFace/ImposterNormalized/0001/0001_00_03_03_367.bmp,0
./NormalizedFace/ClientNormalized/0005/0005_00_00_01_318.bmp,./NormalizedFace/ImposterNormalized/0005/0005_00_02_03_358.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_403.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_08_03_147.bmp,0
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_292.bmp,./NormalizedFace/ClientNormalized/0008/0008_00_00_02_147.bmp,1
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_135.bmp,./NormalizedFace/ImposterNormalized/0008/0008_00_01_03_163.bmp,0
./NormalizedFace/ClientNormalized/0004/0004_01_00_01_43.bmp,./NormalizedFace/ClientNormalized/0004/0004_01_00_01_246.bmp,1
./NormalizedFace/ClientNormalized/0006/0006_00_06_03_95.bmp,./NormalizedFace/ClientNormalized/0006/0006_00_06_03_298.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_61.bmp,./NormalizedFace/ClientNormalized/0002/0002_01_00_01_368.bmp,1
./NormalizedFace/ClientNormalized/0007/0007_00_00_01_390.bmp,./NormalizedFace/ClientNormalized/0007/0007_01_05_03_37.bmp,1
./NormalizedFace/ClientNormalized/0007/0007_01_00_01_295.bmp,./NormalizedFace/ClientNormalized/0007/0007_01_05_03_399.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_143.bmp,./NormalizedFace/ImposterNormalized/0002/0002_01_03_02_314.bmp,0
./NormalizedFace/ClientNormalized/0006/0006_00_00_02_210.bmp,./NormalizedFace/ClientNormalized/0006/0006_00_00_02_87.bmp,1
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_277.bmp,./NormalizedFace/ClientNormalized/0007/0007_01_05_03_37.bmp,1
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_279.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_01_477.bmp,1
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_177.bmp,./NormalizedFace/ImposterNormalized/0008/0008_00_08_03_136.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_41.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_03_03_347.bmp,0
./NormalizedFace/ClientNormalized/0005/0005_00_00_01_88.bmp,./NormalizedFace/ClientNormalized/0005/0005_00_00_02_197.bmp,1
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_233.bmp,./NormalizedFace/ImposterNormalized/0003/0003_01_04_02_23.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_343.bmp,./NormalizedFace/ClientNormalized/0007/0007_01_00_01_332.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_308.bmp,./NormalizedFace/ClientNormalized/0002/0002_01_00_01_143.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_38.bmp,./NormalizedFace/ClientNormalized/0002/0002_01_00_01_496.bmp,1
./NormalizedFace/ClientNormalized/0005/0005_00_00_02_80.bmp,./NormalizedFace/ClientNormalized/0005/0005_00_00_01_13.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_50.bmp,./NormalizedFace/ClientNormalized/0002/0002_01_00_01_89.bmp,1
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_174.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_01_29.bmp,1
./NormalizedFace/ClientNormalized/0005/0005_00_00_02_80.bmp,./NormalizedFace/ClientNormalized/0005/0005_00_00_01_62.bmp,1
./NormalizedFace/ClientNormalized/0007/0007_01_00_02_321.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_00_01_496.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_349.bmp,./NormalizedFace/ClientNormalized/0007/0007_01_00_01_277.bmp,1
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_487.bmp,./NormalizedFace/ImposterNormalized/0003/0003_01_01_03_100.bmp,0
./NormalizedFace/ClientNormalized/0005/0005_00_00_01_240.bmp,./NormalizedFace/ClientNormalized/0005/0005_00_00_01_36.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_104.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_02_03_186.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_403.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_03_03_185.bmp,0
./NormalizedFace/ClientNormalized/0004/0004_01_00_02_78.bmp,./NormalizedFace/ClientNormalized/0004/0004_01_00_01_187.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_00_02_35.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_04_03_8.bmp,0
./NormalizedFace/ClientNormalized/0006/0006_00_06_03_230.bmp,./NormalizedFace/ClientNormalized/0006/0006_00_06_03_69.bmp,1
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_449.bmp,./NormalizedFace/ImposterNormalized/0003/0003_01_02_02_429.bmp,0
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_367.bmp,./NormalizedFace/ClientNormalized/0003/0003_01_00_01_226.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_323.bmp,./NormalizedFace/ClientNormalized/0002/0002_01_00_01_359.bmp,1
./NormalizedFace/ClientNormalized/0006/0006_00_00_02_50.bmp,./NormalizedFace/ImposterNormalized/0006/0006_00_02_02_291.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_279.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_02_347.bmp,1
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_238.bmp,./NormalizedFace/ClientNormalized/0008/0008_00_00_02_223.bmp,1
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_90.bmp,./NormalizedFace/ClientNormalized/0007/0007_01_00_02_297.bmp,1
./NormalizedFace/ClientNormalized/0005/0005_00_00_02_80.bmp,./NormalizedFace/ClientNormalized/0005/0005_00_00_01_36.bmp,1
./NormalizedFace/ClientNormalized/0005/0005_00_00_01_106.bmp,./NormalizedFace/ImposterNormalized/0005/0005_00_03_03_112.bmp,0
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_51.bmp,./NormalizedFace/ImposterNormalized/0003/0003_01_00_01_413.bmp,0
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_331.bmp,./NormalizedFace/ImposterNormalized/0002/0002_01_04_03_136.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_00_01_78.bmp,./NormalizedFace/ClientNormalized/0007/0007_01_05_03_170.bmp,1
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_29.bmp,./NormalizedFace/ClientNormalized/0003/0003_01_00_01_98.bmp,1
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_296.bmp,./NormalizedFace/ImposterNormalized/0008/0008_00_04_03_478.bmp,0
./NormalizedFace/ClientNormalized/0004/0004_01_00_02_152.bmp,./NormalizedFace/ClientNormalized/0004/0004_01_06_03_285.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_143.bmp,./NormalizedFace/ClientNormalized/0002/0002_01_00_01_359.bmp,1
./NormalizedFace/ClientNormalized/0005/0005_00_00_02_151.bmp,./NormalizedFace/ClientNormalized/0005/0005_00_00_02_445.bmp,1
./NormalizedFace/ClientNormalized/0006/0006_00_06_03_281.bmp,./NormalizedFace/ImposterNormalized/0006/0006_00_00_01_100.bmp,0
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_180.bmp,./NormalizedFace/ClientNormalized/0008/0008_00_00_02_109.bmp,1
./NormalizedFace/ClientNormalized/0006/0006_00_06_03_170.bmp,./NormalizedFace/ImposterNormalized/0006/0006_00_00_01_257.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_403.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_00_01_464.bmp,0
./NormalizedFace/ClientNormalized/0006/0006_00_06_03_489.bmp,./NormalizedFace/ImposterNormalized/0006/0006_00_00_01_154.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_00_01_336.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_04_03_369.bmp,0
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_293.bmp,./NormalizedFace/ClientNormalized/0003/0003_01_00_01_244.bmp,1
./NormalizedFace/ClientNormalized/0006/0006_00_00_02_105.bmp,./NormalizedFace/ClientNormalized/0006/0006_00_06_03_431.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_348.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_02_03_186.bmp,0
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_90.bmp,./NormalizedFace/ClientNormalized/0004/0004_01_06_03_397.bmp,1
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_112.bmp,./NormalizedFace/ClientNormalized/0008/0008_00_00_02_155.bmp,1
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_196.bmp,./NormalizedFace/ImposterNormalized/0001/0001_00_04_03_462.bmp,0
./NormalizedFace/ClientNormalized/0004/0004_01_00_02_451.bmp,./NormalizedFace/ClientNormalized/0004/0004_01_06_03_397.bmp,1
./NormalizedFace/ClientNormalized/0006/0006_00_06_03_401.bmp,./NormalizedFace/ImposterNormalized/0006/0006_00_04_03_412.bmp,0
./NormalizedFace/ClientNormalized/0005/0005_00_00_01_385.bmp,./NormalizedFace/ImposterNormalized/0005/0005_00_02_03_347.bmp,0
./NormalizedFace/ClientNormalized/0005/0005_00_00_02_54.bmp,./NormalizedFace/ClientNormalized/0005/0005_00_00_01_370.bmp,1
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_224.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_01_123.bmp,1
./NormalizedFace/ClientNormalized/0007/0007_00_00_01_60.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_01_03_409.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_189.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_02_409.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_00_01_43.bmp,./NormalizedFace/ClientNormalized/0004/0004_01_06_03_314.bmp,1
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_426.bmp,./NormalizedFace/ImposterNormalized/0001/0001_00_03_03_367.bmp,0
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_27.bmp,./NormalizedFace/ClientNormalized/0003/0003_01_00_01_394.bmp,1
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_444.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_02_138.bmp,1
./NormalizedFace/ClientNormalized/0006/0006_00_06_03_449.bmp,./NormalizedFace/ImposterNormalized/0006/0006_00_08_03_132.bmp,0
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_27.bmp,./NormalizedFace/ClientNormalized/0003/0003_01_00_01_244.bmp,1
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_399.bmp,./NormalizedFace/ClientNormalized/0003/0003_01_00_01_244.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_474.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_00_01_394.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_189.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_03_03_38.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_170.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_02_138.bmp,1
./NormalizedFace/ClientNormalized/0005/0005_00_00_01_385.bmp,./NormalizedFace/ImposterNormalized/0005/0005_00_02_03_400.bmp,0
./NormalizedFace/ClientNormalized/0005/0005_00_00_02_481.bmp,./NormalizedFace/ImposterNormalized/0005/0005_00_03_02_171.bmp,0
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_348.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_00_01_394.bmp,0
./NormalizedFace/ClientNormalized/0006/0006_00_06_03_402.bmp,./NormalizedFace/ImposterNormalized/0006/0006_00_08_03_300.bmp,0
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_58.bmp,./NormalizedFace/ClientNormalized/0002/0002_01_00_01_89.bmp,1
./NormalizedFace/ClientNormalized/0005/0005_00_00_01_106.bmp,./NormalizedFace/ImposterNormalized/0005/0005_00_03_02_470.bmp,0
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_221.bmp,./NormalizedFace/ImposterNormalized/0002/0002_01_04_03_136.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_02_24.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_01_318.bmp,1
./NormalizedFace/ClientNormalized/0006/0006_00_00_02_360.bmp,./NormalizedFace/ClientNormalized/0006/0006_00_06_03_357.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_00_02_35.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_03_02_230.bmp,0
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_306.bmp,./NormalizedFace/ImposterNormalized/0008/0008_00_03_02_225.bmp,0
./NormalizedFace/ClientNormalized/0004/0004_01_00_01_43.bmp,./NormalizedFace/ClientNormalized/0004/0004_01_06_03_285.bmp,1
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_476.bmp,./NormalizedFace/ImposterNormalized/0003/0003_01_04_02_23.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_444.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_02_427.bmp,1
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_170.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_02_347.bmp,1
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_164.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_08_03_255.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_75.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_03_02_84.bmp,0
./NormalizedFace/ClientNormalized/0006/0006_00_06_03_56.bmp,./NormalizedFace/ClientNormalized/0006/0006_00_00_02_87.bmp,1
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_473.bmp,./NormalizedFace/ImposterNormalized/0008/0008_00_08_03_136.bmp,0
./NormalizedFace/ClientNormalized/0004/0004_01_00_01_43.bmp,./NormalizedFace/ClientNormalized/0004/0004_01_06_03_103.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_65.bmp,./NormalizedFace/ImposterNormalized/0002/0002_01_03_02_314.bmp,0
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_200.bmp,./NormalizedFace/ImposterNormalized/0002/0002_01_02_03_438.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_343.bmp,./NormalizedFace/ImposterNormalized/0001/0001_00_03_03_367.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_444.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_02_243.bmp,1
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_116.bmp,./NormalizedFace/ClientNormalized/0003/0003_01_00_01_240.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_348.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_02_02_479.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_00_01_78.bmp,./NormalizedFace/ClientNormalized/0007/0007_01_05_03_309.bmp,1
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_399.bmp,./NormalizedFace/ClientNormalized/0003/0003_01_00_01_98.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_227.bmp,./NormalizedFace/ClientNormalized/0002/0002_01_00_01_73.bmp,1
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_318.bmp,./NormalizedFace/ImposterNormalized/0001/0001_00_04_03_349.bmp,0
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_68.bmp,./NormalizedFace/ClientNormalized/0008/0008_00_00_02_109.bmp,1
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_101.bmp,./NormalizedFace/ClientNormalized/0008/0008_00_00_02_496.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_222.bmp,./NormalizedFace/ClientNormalized/0004/0004_01_06_03_388.bmp,1
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_189.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_01_477.bmp,1
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_239.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_01_477.bmp,1
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_476.bmp,./NormalizedFace/ImposterNormalized/0003/0003_01_08_03_477.bmp,0
./NormalizedFace/ClientNormalized/0005/0005_00_00_02_137.bmp,./NormalizedFace/ImposterNormalized/0005/0005_00_08_03_271.bmp,0
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_190.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_02_03_0.bmp,0
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_303.bmp,./NormalizedFace/ClientNormalized/0002/0002_01_00_01_143.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_474.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_04_03_8.bmp,0
./NormalizedFace/ClientNormalized/0006/0006_00_06_03_373.bmp,./NormalizedFace/ClientNormalized/0006/0006_00_06_03_431.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_154.bmp,./NormalizedFace/ClientNormalized/0002/0002_01_00_01_143.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_00_02_35.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_03_03_180.bmp,0
./NormalizedFace/ClientNormalized/0005/0005_00_00_02_12.bmp,./NormalizedFace/ClientNormalized/0005/0005_00_00_02_197.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_124.bmp,./NormalizedFace/ClientNormalized/0002/0002_01_00_01_496.bmp,1
./NormalizedFace/ClientNormalized/0005/0005_00_00_01_385.bmp,./NormalizedFace/ImposterNormalized/0005/0005_00_01_03_295.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_01_408.bmp,./NormalizedFace/ImposterNormalized/0001/0001_00_08_03_299.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_152.bmp,./NormalizedFace/ClientNormalized/0007/0007_01_05_03_488.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_06_03_27.bmp,./NormalizedFace/ImposterNormalized/0004/0004_01_00_01_164.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_02_127.bmp,./NormalizedFace/ClientNormalized/0001/0001_00_00_02_60.bmp,1
./NormalizedFace/ClientNormalized/0005/0005_00_00_02_54.bmp,./NormalizedFace/ClientNormalized/0005/0005_00_00_02_31.bmp,1
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_222.bmp,./NormalizedFace/ClientNormalized/0003/0003_01_00_01_281.bmp,1
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_411.bmp,./NormalizedFace/ClientNormalized/0008/0008_00_00_02_109.bmp,1
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_327.bmp,./NormalizedFace/ImposterNormalized/0002/0002_01_01_03_385.bmp,0
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_47.bmp,./NormalizedFace/ClientNormalized/0008/0008_00_00_02_109.bmp,1
./NormalizedFace/ClientNormalized/0007/0007_01_05_03_57.bmp,./NormalizedFace/ImposterNormalized/0007/0007_01_00_01_274.bmp,0
./NormalizedFace/ClientNormalized/0005/0005_00_00_01_348.bmp,./NormalizedFace/ImposterNormalized/0005/0005_00_01_03_120.bmp,0
./NormalizedFace/ClientNormalized/0001/0001_00_00_02_300.bmp,./NormalizedFace/ImposterNormalized/0001/0001_00_04_03_349.bmp,0
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_128.bmp,./NormalizedFace/ImposterNormalized/0002/0002_01_02_03_438.bmp,0
./NormalizedFace/ClientNormalized/0006/0006_00_00_01_131.bmp,./NormalizedFace/ImposterNormalized/0006/0006_00_04_03_333.bmp,0
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_408.bmp,./NormalizedFace/ClientNormalized/0008/0008_00_00_02_473.bmp,1
./NormalizedFace/ClientNormalized/0004/0004_01_00_02_78.bmp,./NormalizedFace/ClientNormalized/0004/0004_01_06_03_314.bmp,1
./NormalizedFace/ClientNormalized/0005/0005_00_00_02_317.bmp,./NormalizedFace/ClientNormalized/0005/0005_00_00_01_13.bmp,1
./NormalizedFace/ClientNormalized/0007/0007_01_00_02_66.bmp,./NormalizedFace/ClientNormalized/0007/0007_01_05_03_485.bmp,1
./NormalizedFace/ClientNormalized/0003/0003_01_00_01_15.bmp,./NormalizedFace/ImposterNormalized/0003/0003_01_04_02_23.bmp,0
./NormalizedFace/ClientNormalized/0007/0007_00_00_01_127.bmp,./NormalizedFace/ClientNormalized/0007/0007_01_00_02_297.bmp,1
./NormalizedFace/ClientNormalized/0008/0008_00_00_02_292.bmp,./NormalizedFace/ClientNormalized/0008/0008_00_00_02_318.bmp,1
./NormalizedFace/ClientNormalized/0005/0005_00_00_02_137.bmp,./NormalizedFace/ImposterNormalized/0005/0005_00_03_03_392.bmp,0
./NormalizedFace/ClientNormalized/0002/0002_01_00_01_54.bmp,./NormalizedFace/ClientNormalized/0002/0002_01_00_01_85.bmp,1
